Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
02/16/23 09:00,5.5385999999999997,6.8021799999999999,10.113799999999999,7.9539,6.4178499999999996,4.4000000000000004,3,8.1,,2.2999999999999998,3.1,4.3,1.8,3.6,5.2,5.4,7.9,4.5999999999999996,11.1,20.399999999999999,6.3463900000000004,2.12276,11.2615,12.330299999999999,12.932700000000001,8.1928000000000001,9.1384299999999996,8.2768899999999999,14.4689,5.1610300000000002,1.12975,4.2074100000000003,12.1152,2.7,3.9,2.2999999999999998,2.27,2.98,2.8,3.6,4.3,4.9504799999999998,6.0539899999999998,0.5,0.2,4.8,0.49175999999999997,1.93564,2.8502800000000001,1.71689,4.6317000000000004,17.596299999999999,4.4242400000000002,3.1240199999999998,3.26647,6.1,11.1,6.2,9.1,7.8529400000000003,11.143599999999999,10.4716,11.8614,4.0854299999999997,11.443099999999999,6.8481899999999998,9.9105299999999996,17.662500000000001,2.6093999999999999,10.819800000000001,28.209800000000001,7.1548600000000002,4.3603399999999999,5.2507099999999998,7.3489899999999997,6.1287000000000003,6.2634499999999997,0.49354999999999999,7.1462599999999998,5.4904900000000003,3.802,6.0575000000000001,4.8135300000000001,10.507199999999999,2.8497499999999998
02/16/23 10:00,5.6848900000000002,12.9854,10.7973,8.7821999999999996,6.6454500000000003,4.3,3.4,7.6,,3.2,3.3,4.1500000000000004,1.6,3.6,4.5999999999999996,5.7,8,4.4000000000000004,12.85,17.399999999999999,7.6403299999999996,2.2971699999999999,11.932399999999999,13.375,11.604900000000001,6.5236000000000001,6.4152100000000001,8.6636699999999998,12.737500000000001,4.3807600000000004,1.40462,4.6485200000000004,12.641299999999999,2.8,4,2,2.27,,3.1,3,3.6,5.6968399999999999,4.8098900000000002,0.3,0,4.9000000000000004,1.5410999999999999,2.5899800000000002,3.2465600000000001,2.5150199999999998,3.0862099999999999,7.0316799999999997,3.6626699999999999,2.9175,2.70031,7.5,6.5,5.6,8.3000000000000007,8.5573800000000002,9.8914500000000007,9.3906600000000005,12.342599999999999,4.5481499999999997,10.946,9.4227000000000007,9.07911,15.222300000000001,3.2484500000000001,7.8260699999999996,26.338699999999999,10.8657,5.9326699999999999,36.859699999999997,7.2488000000000001,5.9119999999999999,5.7898199999999997,0.62892000000000003,11.1866,6.4708500000000004,5.6238999999999999,5.7618999999999998,3.47695,10.6845,3.2199499999999999
02/16/23 11:00,5.9552899999999998,7.97783,11.465199999999999,8.9352,6.7664600000000004,3.9,3.6,6.1,,3.2,3,4.1500000000000004,1.9,3.4,4.8,6.8,6.2,4.2,8.86,14.2,7.0128700000000004,2.2861199999999999,10.08,,11.1401,6.0315000000000003,7.8769099999999996,8.6096199999999996,13.999000000000001,3.84137,1.5435300000000001,5.0312700000000001,13.918100000000001,2.7,3.4,1.8,2.17,3.28,3.4,3,2.8,9.1421600000000005,5.5795700000000004,0.4,0,4,2.2548699999999999,3.5229300000000001,3.0029499999999998,2.1698,2.7649599999999999,6.2881400000000003,3.25386,3.8037999999999998,3.2735699999999999,6.7,6,6.3,10.5,8.4622899999999994,10.3454,8.2597900000000006,11.744300000000001,3.5401899999999999,15.3934,8.5981100000000001,9.9925499999999996,14.691599999999999,2.6389900000000002,6.8443399999999999,23.665700000000001,11.921799999999999,4.9415199999999997,37.636299999999999,6.5438200000000002,6.3623000000000003,5.9707800000000004,0.46449000000000001,9.14649,5.7928800000000003,4.8189000000000002,4.8678600000000003,3.01959,9.2895000000000003,3.13103
02/17/23 12:00,5.2218999999999998,5.8848599999999998,12.812200000000001,6.8980399999999999,6.2731399999999997,2.5,3.9,6.8,,2.9,3,5.5,1.7,5,4.7,6.3,5.5,4,9.15,11.9,6.47865,2.2332800000000002,12.0861,12.7628,10.9931,6.4844999999999997,7.2936300000000003,8.8826699999999992,14.120799999999999,3.2155300000000002,1.61446,5.0024499999999996,14.758900000000001,2.5,3.7,1.6,2.97,3.18,3.1,2.9,2.6,7.5192399999999999,5.5573499999999996,0,0.1,3.7,1.50268,4.6057399999999999,2.8805299999999998,2.8753799999999998,2.5438399999999999,5.3384400000000003,3.2478500000000001,3.0473300000000001,3.3942000000000001,6.3,5.4,6.6,11,8.0482300000000002,10.322800000000001,8.2297600000000006,11.4009,3.1275599999999999,14.6111,6.8921599999999996,8.5754900000000003,14.6465,2.7169599999999998,6.2415900000000004,21.737200000000001,10.3378,5.9256900000000003,37.066200000000002,6.2312700000000003,6.4375999999999998,6.4902899999999999,1.0436799999999999,8.2392500000000002,4.7194900000000004,3.9792999999999998,4.5420100000000003,2.9347300000000001,10.068300000000001,2.8544399999999999
02/17/23 01:00,5.1685800000000004,7.5707100000000001,12.0334,6.3771300000000002,6.0275100000000004,2.2000000000000002,3,9,,1.6,2.9,7.15,1.3,6.9,4.5,5.6,5,4.2,8.25,9.9,7.6372299999999997,2.4016500000000001,12.4931,13.611800000000001,12.5634,6.5532000000000004,7.0423099999999996,8.6812100000000001,17.338200000000001,4.2026899999999996,1.59673,5.40367,14.3156,3,3.1,1.9,4.37,3.38,3.3,2.5,2.8,5.7387800000000002,5.2992900000000001,0,0.1,3.1,3.8146599999999999,4.9999099999999999,2.6686999999999999,2.3131900000000001,2.41797,4.9613699999999996,2.2993600000000001,3.0519099999999999,4.4707299999999996,6.3,4.2,6.8,9.6,7.2387100000000002,9.6834600000000002,7.2318300000000004,11.6035,3.21645,12.6844,7.9057700000000004,8.2020499999999998,15.552099999999999,2.65537,6.9200999999999997,21.318000000000001,9.7211400000000001,5.55924,30.264600000000002,6.9602599999999999,7.0118999999999998,6.7311699999999997,1.1366099999999999,12.4961,4.3084100000000003,2.3881999999999999,4.0454800000000004,2.7092999999999998,9.7386999999999997,3.23767
02/17/23 02:00,6.1626000000000003,4.3562399999999997,11.0197,5.8303500000000001,6.5154699999999997,2.1,3.2,6.5,,1,2.8,5.5,1.8,5.0999999999999996,4.4000000000000004,5.9,4.8,4.3,8.3699999999999992,9.8000000000000007,8.0368899999999996,2.2749999999999999,11.3538,13.786899999999999,11.3134,4.8507999999999996,7.17476,9.1908300000000001,17.480699999999999,5.1455099999999998,0.95389000000000002,4.7113300000000002,18.369900000000001,3,3.1,1.7,3.37,3.48,3,2.4,3.2,7.7107799999999997,4.9424999999999999,0,0.2,2.7,3.5294500000000002,5.4273100000000003,3.2984599999999999,2.0113799999999999,2.0844100000000001,3.9735200000000002,2.4750399999999999,1.84619,3.8245499999999999,5.7,3.1,7.2,11.1,6.88964,9.1496499999999994,10.889900000000001,11.8993,5.2517899999999997,13.9316,8.9724299999999992,7.6124499999999999,9.9828399999999995,2.3816000000000002,9.7838100000000008,21.665900000000001,8.4874399999999994,15.398199999999999,23.457599999999999,5.9781300000000002,6.5289999999999999,6.4570400000000001,0.69379000000000002,13.8528,4.0953900000000001,1.9395,4.4341299999999997,2.5685099999999998,8.8978999999999999,2.71062
02/17/23 03:00,9.8010999999999999,3.9204300000000001,11.728300000000001,5.0146199999999999,6.1822299999999997,2,2.7,8.8000000000000007,,1.1000000000000001,2.8,4,2.2000000000000002,3.4,4.0999999999999996,5,4.9000000000000004,4.0999999999999996,9.7100000000000009,10.5,7.7151800000000001,2.3377699999999999,12.321,14.5022,10.297800000000001,5.1780999999999997,4.7444499999999996,9.0062200000000008,15.0379,3.5945800000000001,1.4530799999999999,4.53104,16.152899999999999,2.5,2.9,1.2,2.67,2.98,2.7,2.6,3.5,7.3602100000000004,4.8097000000000003,0,0.1,2.5,7.2350000000000003,5.2696199999999997,3.36741,2.23969,2.4937399999999998,3.6144099999999999,2.6200700000000001,2.7366199999999998,2.7435,5.7,1.9,7.6,11,6.7901499999999997,9.0247799999999998,11.427199999999999,11.309699999999999,6.3810099999999998,10.9163,8.0830300000000008,10.1058,8.8361000000000001,2.3708,10.246600000000001,19.782900000000001,9.9347600000000007,8.7826500000000003,20.496500000000001,7.2827099999999998,5.7339000000000002,5.9302099999999998,0.95377000000000001,14.604900000000001,3.9418199999999999,3.6469,4.2420200000000001,2.19753,8.9090000000000007,2.6692499999999999
02/17/23 04:00,7.7606999999999999,3.9672900000000002,11.9049,4.1914899999999999,5.45322,1.9,2.6,6,,1.1000000000000001,3.2,3.85,2.7,3.1,4.5,5.3,4.8,4.4000000000000004,9.15,10,8.7988400000000002,2.1950599999999998,11.5253,13.3963,11.613,3.7808999999999999,5.98238,9.4245800000000006,9.6001799999999999,3.85467,,4.3758699999999999,,2.6,2.7,1.1000000000000001,2.27,2.1800000000000002,2.2000000000000002,2.4,3.9,5.8139000000000003,4.8024800000000001,0,0.2,2.2999999999999998,3.9166300000000001,5.4556800000000001,3.40015,2.2881200000000002,2.02176,3.5935100000000002,2.9064100000000002,2.5195400000000001,1.8349800000000001,6.6,7.8,8,12.6,7.3821899999999996,13.821400000000001,10.287100000000001,8.7807099999999991,7.1416500000000003,14.2225,10.5204,7.8547599999999997,7.9000199999999996,1.9817899999999999,11.334300000000001,14.594099999999999,13.0105,6.70106,23.967400000000001,9.8863299999999992,3.6462599999999998,5.9412900000000004,1.23339,9.8358799999999995,3.7469199999999998,2.3500999999999999,3.1765400000000001,2.2063899999999999,8.6651000000000007,2.5807600000000002
02/17/23 05:00,6.2342000000000004,3.77196,13.0169,4.5860599999999998,5.6288900000000002,2,2.4,5.2,,1.1000000000000001,2.9,3.7,2.8,2.9,4.4000000000000004,5.5,5.2,4.7,7.72,9.6999999999999993,6.9205199999999998,2.2937400000000001,11.879899999999999,12.2057,12.549899999999999,5.1493000000000002,7.5036800000000001,8.9942899999999995,17.4011,4.1118100000000002,1.3174300000000001,4.9160000000000004,17.653199999999998,2.7,3,1.3,2.17,1.98,2,2.8,3.1,5.9711100000000004,4.5454499999999998,0.4,0.2,2.2000000000000002,4.4257,5.7847,3.4003800000000002,2.2802799999999999,1.81515,3.7698299999999998,2.1116899999999998,3.4808300000000001,2.2983899999999999,6.3,4.9000000000000004,8.4,13.7,7.8035500000000004,16.1416,10.9238,9.4562200000000001,6.6171199999999999,12.440099999999999,10.9541,7.1635600000000004,10.3743,2.2612199999999998,10.966200000000001,15.295999999999999,10.722200000000001,7.6780499999999998,21.4404,10.5479,6.4894999999999996,6.0632099999999998,1.45051,10.029500000000001,3.6270799999999999,3.8109999999999999,4.1496599999999999,1.98146,9.3855000000000004,2.3013400000000002
02/17/23 06:00,18.924299999999999,4.3673900000000003,14.464399999999999,4.1294300000000002,5.1353400000000002,1.8,3.2,7,,1.6,2.8,4,3,3.2,4.2,5.4,5.8,4.0999999999999996,7.56,13,5.45566,2.1324800000000002,13.6363,15.0334,11.994999999999999,7.3385999999999996,6.8032500000000002,9.0623699999999996,13.3363,4.8861600000000003,1.6750499999999999,4.2480399999999996,14.4102,2.5,3.1,1,1.47,2.1800000000000002,2.5,2.6,1.9,5.1707700000000001,4.6271399999999998,0,0.2,1.7,7.1493000000000002,5.70831,3.6015799999999998,2.6568700000000001,2.0825999999999998,4.1534500000000003,2.2823799999999999,3.5822099999999999,2.5617999999999999,6.5,7.4,10.4,13.4,5.9172700000000003,10.112500000000001,12.040900000000001,10.281700000000001,7.6280700000000001,12.132199999999999,10.7294,7.73231,14.668200000000001,2.24655,10.5763,16.911899999999999,12.4192,10.391500000000001,18.921399999999998,9.8502799999999997,6.7553999999999998,5.8001699999999996,0.86990999999999996,11.0076,2.93031,5.5726000000000004,4.4016200000000003,1.9633100000000001,8.4094999999999995,2.2373599999999998
02/17/23 07:00,4.8943599999999998,4.3050899999999999,14.1356,5.75129,4.7982699999999996,1.8,2.8,7.9,,1.7,2.7,4.3,2.7,3.5,4.5999999999999996,5.2,5.8,4,7.87,17.600000000000001,6.8658999999999999,2.1027800000000001,12.8819,15.9763,12.3874,7.5913000000000004,7.6649799999999999,9.8099900000000009,12.138999999999999,5.1787599999999996,1.5723400000000001,4.7527100000000004,16.0365,2.4,2.2999999999999998,1,1.67,3.78,3,3,4.2,6.0524199999999997,4.5287600000000001,0,0.3,1.6,5.6050000000000004,5.4942799999999998,3.6771799999999999,3.7326700000000002,2.0952500000000001,5.1039399999999997,2.5598399999999999,3.6454599999999999,2.4945300000000001,7.6,10.8,11.4,13.7,5.5356300000000003,9.9562299999999997,15.344099999999999,11.815099999999999,9.3174899999999994,14.21,9.6154100000000007,8.6291100000000007,12.252000000000001,2.5565099999999998,14.193199999999999,18.196000000000002,10.9457,7.0976699999999999,34.786799999999999,6.5394600000000001,5.9276,6.3011299999999997,0.87022999999999995,,,,4.5937299999999999,2.0580599999999998,8.7286999999999999,2.3514900000000001
02/17/23 08:00,3.7444600000000001,3.96787,14.2095,6.2020099999999996,4.5523499999999997,1.7,2.8,8.3000000000000007,,1.7,3,4.9000000000000004,2.2999999999999998,4,6,5.6,6,4,7.14,24.2,7.3208399999999996,2.1561599999999999,12.239800000000001,16.529699999999998,10.691599999999999,8.4771999999999998,8.0241399999999992,10.0619,24.374500000000001,6.11198,2.03193,5.90463,20.522300000000001,2.8,3.2,1.1000000000000001,2.27,4.28,3.1,4.2,3.1,6.5476900000000002,4.65001,0,0.1,1.8,9.4457000000000004,5.5827,4.2640900000000004,7.6177000000000001,2.8208500000000001,9.9432500000000008,2.81603,3.1871200000000002,3.077,7.7,13,12.5,10.8,4.2235800000000001,13.6347,15.773999999999999,13.053599999999999,7.8945800000000004,14.154,7.1004500000000004,9.2924100000000003,10.339600000000001,2.0288499999999998,11.394299999999999,19.462199999999999,11.8895,5.92889,19.678899999999999,6.1572399999999998,6.1281999999999996,6.1371000000000002,0.63961999999999997,6.6652399999999998,3.11496,4.1963400000000002,4.5069699999999999,1.8179700000000001,10.275700000000001,2.2031499999999999
02/17/23 09:00,7.0910000000000002,4.4585999999999997,13.2341,6.8308099999999996,4.4731399999999999,2.1,3,6.6,,1.5,3.1,5.35,3.1,4.4000000000000004,6.1,4.5999999999999996,5.5,3.9,7.45,23,6.8594799999999996,2.23597,12.672800000000001,16.624600000000001,12.9017,9.9446999999999992,7.2982699999999996,9.6519999999999992,28.0303,8.4624000000000006,1.69722,6.3738299999999999,14.186999999999999,3.3,3,1.2,2.0699999999999998,4.28,3.7,5.4,3,5.0274200000000002,4.0830599999999997,0.5,0.3,1.9,5.3285999999999998,4.0201900000000004,4.4586499999999996,7.2326300000000003,2.1876199999999999,9.0584199999999999,4.1265900000000002,2.9073799999999999,2.8223699999999998,7,21.8,14.8,10.3,4.5167900000000003,15.841799999999999,16.2851,13.418100000000001,6.3862399999999999,11.9268,8.24573,5.6189600000000004,10.429,1.9912300000000001,16.478000000000002,25.072800000000001,12.3423,5.2626900000000001,5.7210400000000003,14.9117,6.2651000000000003,6.2878299999999996,0.40997,5.5482199999999997,2.86178,10.4094,4.74003,1.89716,8.0456000000000003,2.2343299999999999
02/17/23 10:00,3.5070600000000001,4.4476699999999996,10.4633,7.9229000000000003,4.81576,1.3,2.2000000000000002,7.9,,1.4,3.1,5.5,3.5,4.5,6.2,3.9,4.8,3.7,7.78,33.4,7.3254200000000003,2.08012,12.2538,16.632000000000001,11.993600000000001,10.0703,7.9261600000000003,10.344799999999999,14.613,9.6844999999999999,1.99868,5.8669500000000001,13.9107,3.8,2.2000000000000002,1.2,2.17,2.1800000000000002,2.7,6,4.7,3.9113699999999998,4.1875299999999998,0,0.1,2.1,2.24674,5.4972899999999996,4.3662200000000002,6.0773099999999998,2.1025100000000001,5.1280299999999999,2.8500100000000002,3.61206,2.1703199999999998,6.8,14.1,13.1,11.1,4.1064100000000003,13.7753,14.0253,10.183400000000001,5.9401700000000002,10.755699999999999,16.2544,3.6952400000000001,9.0740999999999996,1.7402200000000001,11.690899999999999,25.911799999999999,10.973000000000001,5.4535,6.5497800000000002,16.382999999999999,6.5922000000000001,6.5597399999999997,0.38841999999999999,4.6139999999999999,2.7648799999999998,8.4835999999999991,4.8626899999999997,2.0017900000000002,9.5508000000000006,2.2391000000000001
02/17/23 11:00,8.6258999999999997,4.1676700000000002,9.9164999999999992,9.1161999999999992,4.9601199999999999,0.9,2.2000000000000002,7.9,,1.1000000000000001,2.8,5.95,3.9,4.8,7.2,3.9,3.8,3.6,6.77,,7.6853300000000004,2.2105000000000001,10.8979,14.545,12.3248,9.1156000000000006,7.6903300000000003,13.0326,12.6378,7.9273999999999996,1.79179,3.8926400000000001,14.8964,3.6,2.5,1.6,2.27,1.98,2.2999999999999998,5.6,5.8,3.2719100000000001,4.3076499999999998,0,0.2,2.4,1.96892,2.8556400000000002,1.17177,3.0157400000000001,2.0667399999999998,5.0382699999999998,3.16229,3.0090499999999998,3.41581,7.2,7.6,15.6,11.4,3.9795699999999998,7.9359000000000002,12.125400000000001,8.3718299999999992,5.4462400000000004,10.6784,16.7912,2.8667799999999999,7.6465300000000003,1.7789600000000001,11.095800000000001,20.896999999999998,8.0802800000000001,9.8562799999999999,6.3716200000000001,13.7492,6.0361000000000002,6.5612199999999996,0.35031000000000001,4.3141100000000003,2.5681099999999999,6.3992000000000004,4.3824100000000001,2.0442399999999998,8.4823000000000004,2.3218800000000002
02/17/23 12:00,10.8673,4.2328099999999997,7.5133000000000001,8.2235999999999994,5.0671200000000001,1,2.5,7.4,,1,2.7,6.1,3,5.0999999999999996,7.3,3.6,3.2,2.6,5.13,,7.4294500000000001,2.16554,10.6113,16.9191,,8.9515999999999991,7.4825799999999996,14.968500000000001,10.475199999999999,6.3070399999999998,2.45384,4.5354700000000001,13.776199999999999,2.4,3.3,1.4,2.27,2.38,2.6,4.0999999999999996,5.4,3.5627599999999999,3.9435600000000002,0.7,0.2,2.9,2.9730699999999999,1.75153,2.0445600000000002,1.5663899999999999,2.44557,5.6452799999999996,3.22288,2.5539000000000001,2.1160899999999998,8.1999999999999993,4.8,14.8,10.199999999999999,3.73122,7.0452700000000004,9.1040200000000002,8.1865400000000008,5.3252300000000004,8.3242700000000003,6.1034699999999997,3.2154600000000002,4.7480399999999996,1.7837099999999999,,14.2392,6.9601199999999999,9.3823699999999999,8.1149000000000004,14.210599999999999,6.6425000000000001,6.94618,0.35085,5.0492299999999997,2.7109800000000002,6.6944999999999997,5.5172999999999996,2.05104,8.3478999999999992,2.4074
02/17/23 01:00,7.5608000000000004,8.9694900000000004,,6.0520199999999997,5.1541199999999998,1.4,2.8,7.5,,1.1000000000000001,3.3,5.8,2.2000000000000002,5.0999999999999996,5.8,2.7,3,2.6,4.7300000000000004,,8.1911699999999996,2.4751300000000001,11.3767,15.8772,11.2303,7.7249999999999996,5.5439100000000003,13.4201,8.23,5.4721000000000002,3.0855899999999998,4.9706799999999998,8.6763999999999992,2.1,2.4,0.8,1.27,2.2799999999999998,2.8,3.2,2.5,3.63693,4.1852299999999998,0,0.3,3,3.5131899999999998,1.5060500000000001,2.5693999999999999,1.7096499999999999,1.9434100000000001,13.206300000000001,4.0009100000000002,2.12615,3.2030599999999998,6.6,5.8,11.9,11.5,3.5703900000000002,6.26668,8.6395700000000009,7.82761,5.4522500000000003,8.3304500000000008,10.2464,3.3550599999999999,5.7984999999999998,1.5752900000000001,5.1212900000000001,14.7767,4.5017800000000001,4.1501799999999998,7.01708,10.983599999999999,6.6856999999999998,7.0614999999999997,0.35669000000000001,4.4683799999999998,2.8778199999999998,6.3505000000000003,6.3006000000000002,1.9743599999999999,9.4466000000000001,2.23238
02/17/23 02:00,2.8759600000000001,14.089700000000001,,9.7103000000000002,5.0107699999999999,0.7,2.5,7,,0.9,3.4,5.5,2.2999999999999998,4.9000000000000004,4.9000000000000004,2.9,3.3,2.2999999999999998,4.37,,8.3219600000000007,2.35127,13.763400000000001,16.7743,13.8445,7.6067999999999998,5.6914800000000003,10.8832,8.5558099999999992,4.6378899999999996,2.5698400000000001,6.1521600000000003,8.0151000000000003,1.9,2.2999999999999998,0.5,0.97,1.68,2.6,3.7,2.1,3.8658999999999999,4.2114700000000003,0.3,0,3.4,3.2575400000000001,1.5794699999999999,2.4514100000000001,2.0239500000000001,1.9178200000000001,7.5790800000000003,2.89358,2.4483799999999998,3.4664000000000001,5.6,6.9,12.8,9.8000000000000007,4.0159399999999996,5.9443200000000003,8.9296799999999994,7.1103199999999998,5.09659,8.8908299999999993,4.7252200000000002,5.55349,6.4428299999999998,1.6613,6.6206899999999997,12.8346,4.0920199999999998,5.19895,7.13415,18.505600000000001,7.1200999999999999,7.2756999999999996,0.37537999999999999,4.0317100000000003,2.9438200000000001,5.7713999999999999,6.1933999999999996,1.9957199999999999,10.328799999999999,2.1120100000000002
02/17/23 03:00,3.48861,10.1218,6.1082299999999998,8.3108000000000004,4.5296500000000002,0.7,2.5,8.1999999999999993,,0.8,3.4,5.5,1.6,5,4.9000000000000004,2.8,3.6,2,4.2300000000000004,,9.2941900000000004,2.2857599999999998,13.3644,19.054500000000001,12.721399999999999,8.0524000000000004,4.6115500000000003,10.298500000000001,9.7286800000000007,4.8181799999999999,2.3422700000000001,4.8967900000000002,8.7561999999999998,1.8,1.6,0.7,0.97,1.48,2.4,3.4,1.8,3.2372800000000002,3.6614499999999999,0,0,2.2999999999999998,3.78363,1.57666,2.3925299999999998,1.9476599999999999,2.1640000000000001,6.6784100000000004,2.4000599999999999,3.4920599999999999,3.36687,3.7,3.4,10.3,8.1999999999999993,4.8404999999999996,7.88443,8.5154899999999998,7.9543100000000004,4.5879399999999997,9.5804100000000005,10.894399999999999,3.2339799999999999,5.9024999999999999,2.1017100000000002,6.5670500000000001,14.9787,4.5445000000000002,5.7663599999999997,7.2536399999999999,23.419899999999998,7.5659000000000001,7.4131999999999998,0.31381999999999999,3.84389,2.85772,5.4147999999999996,6.7735000000000003,2.2148099999999999,12.256600000000001,2.2333099999999999
